yoji,kanji,parts,yomi
用舎行蔵,行,6,ようしゃこうぞう
用舎行蔵,蔵,15,ようしゃこうぞう
妖姿媚態,妖,7,ようしびたい
妖姿媚態,姿,9,ようしびたい
妖姿媚態,媚,12,ようしびたい
妖姿媚態,態,14,ようしびたい
用行舎蔵,用,5,ようこうしゃぞう
用行舎蔵,行,6,ようこうしゃぞう
用行舎蔵,舎,8,ようこうしゃぞう
用行舎蔵,蔵,15,ようこうしゃぞう
妖言惑衆,妖,7,ようげんわくしゅう
妖言惑衆,言,7,ようげんわくしゅう
妖言惑衆,惑,12,ようげんわくしゅう
妖言惑衆,衆,12,ようげんわくしゅう
庸言庸行,庸,11,ようげんようこう
庸言庸行,言,7,ようげんようこう
庸言庸行,庸,11,ようげんようこう
庸言庸行,行,6,ようげんようこう
陽関三畳,陽,12,ようかんさんじょう
陽関三畳,関,14,ようかんさんじょう
陽関三畳,三,3,ようかんさんじょう
陽関三畳,畳,12,ようかんさんじょう
用管窺天,用,5,ようかんきてん
用管窺天,管,14,ようかんきてん
用管窺天,窺,16,ようかんきてん
用管窺天,天,4,ようかんきてん
余韻嫋嫋,余,7,よいんじょうじょう
余韻嫋嫋,韻,19,よいんじょうじょう
余韻嫋嫋,嫋,13,よいんじょうじょう
余韻嫋嫋,嫋,13,よいんじょうじょう
羊腸小径,羊,6,ようちょうしょうけい
羊腸小径,腸,13,ようちょうしょうけい
羊腸小径,小,3,ようちょうしょうけい
羊腸小径,径,8,ようちょうしょうけい
羊很狼貪,羊,6,ようこんろうどん
羊很狼貪,很,9,ようこんろうどん
羊很狼貪,狼,10,ようこんろうどん
羊很狼貪,貪,11,ようこんろうどん
羊裘垂釣,羊,6,ようきゅうすいちょう
羊裘垂釣,裘,13,ようきゅうすいちょう
羊裘垂釣,垂,8,ようきゅうすいちょう
羊裘垂釣,釣,11,ようきゅうすいちょう
鷹視狼歩,鷹,24,ようしろうほ
鷹視狼歩,視,11,ようしろうほ
鷹視狼歩,狼,10,ようしろうほ
鷹視狼歩,歩,8,ようしろうほ
養虎遺患,養,15,ようこいかん
養虎遺患,虎,8,ようこいかん
養虎遺患,遺,15,ようこいかん
養虎遺患,患,11,ようこいかん
羊質虎皮,羊,6,ようしつこひ
羊質虎皮,質,15,ようしつこひ
羊質虎皮,虎,8,ようしつこひ
羊質虎皮,皮,5,ようしつこひ
鷹犬之才,鷹,24,ようけんのさい
鷹犬之才,犬,4,ようけんのさい
鷹犬之才,之,3,ようけんのさい
鷹犬之才,才,3,ようけんのさい
余裕綽綽,余,7,よゆうしゃくしゃく
余裕綽綽,裕,12,よゆうしゃくしゃく
余裕綽綽,綽,14,よゆうしゃくしゃく
余裕綽綽,綽,14,よゆうしゃくしゃく
容貌魁偉,容,10,ようぼうかいい
容貌魁偉,貌,14,ようぼうかいい
容貌魁偉,魁,14,ようぼうかいい
容貌魁偉,偉,12,ようぼうかいい
容姿端麗,容,10,ようしたんれい
容姿端麗,姿,9,ようしたんれい
容姿端麗,端,14,ようしたんれい
容姿端麗,麗,19,ようしたんれい
妖怪変化,妖,7,ようかいへんげ
妖怪変化,怪,8,ようかいへんげ
妖怪変化,変,9,ようかいへんげ
妖怪変化,化,4,ようかいへんげ
要害堅固,要,9,ようがいけんご
要害堅固,害,10,ようがいけんご
要害堅固,堅,12,ようがいけんご
要害堅固,固,8,ようがいけんご
用意周到,用,5,よういしゅうとう
用意周到,意,13,よういしゅうとう
用意周到,周,8,よういしゅうとう
用意周到,到,8,よういしゅうとう
乱暴狼藉,乱,7,らんぼうろうぜき
乱暴狼藉,暴,15,らんぼうろうぜき
乱暴狼藉,狼,10,らんぼうろうぜき
乱暴狼藉,藉,17,らんぼうろうぜき
落月屋梁,落,12,らくげつおくりょう
落月屋梁,月,4,らくげつおくりょう
落月屋梁,屋,9,らくげつおくりょう
落月屋梁,梁,11,らくげつおくりょう
乱離拡散,乱,7,らんりかくさん
乱離拡散,離,18,らんりかくさん
乱離拡散,拡,8,らんりかくさん
乱離拡散,散,12,らんりかくさん
藍田生玉,藍,18,らんでんしょうぎょく
藍田生玉,田,5,らんでんしょうぎょく
藍田生玉,生,5,らんでんしょうぎょく
藍田生玉,玉,5,らんでんしょうぎょく
蘭亭殉葬,蘭,19,らんていじゅんそう
蘭亭殉葬,亭,9,らんていじゅんそう
蘭亭殉葬,殉,10,らんていじゅんそう
蘭亭殉葬,葬,12,らんていじゅんそう
乱臣賊子,乱,7,らんしんぞくし
乱臣賊子,臣,7,らんしんぞくし
乱臣賊子,賊,13,らんしんぞくし
乱臣賊子,子,3,らんしんぞくし
乱雑無章,乱,7,らんざつむしょう
乱雑無章,雑,14,らんざつむしょう
乱雑無章,無,12,らんざつむしょう
乱雑無章,章,11,らんざつむしょう
蘭摧玉折,蘭,19,らんさいぎょくせつ
蘭摧玉折,摧,14,らんさいぎょくせつ
蘭摧玉折,玉,5,らんさいぎょくせつ
蘭摧玉折,折,7,らんさいぎょくせつ
覧古考新,覧,17,らんここうしん
覧古考新,古,5,らんここうしん
覧古考新,考,6,らんここうしん
覧古考新,新,13,らんここうしん
蘭桂騰芳,蘭,19,らんけいとうほう
蘭桂騰芳,桂,10,らんけいとうほう
蘭桂騰芳,騰,20,らんけいとうほう
蘭桂騰芳,芳,7,らんけいとうほう
蘭薫桂馥,蘭,19,らんくんけいふく
蘭薫桂馥,薫,16,らんくんけいふく
蘭薫桂馥,桂,10,らんくんけいふく
蘭薫桂馥,馥,18,らんくんけいふく
爛額焦頭,爛,21,らんがくしょうとう
爛額焦頭,額,18,らんがくしょうとう
爛額焦頭,焦,12,らんがくしょうとう
爛額焦頭,頭,16,らんがくしょうとう
嵐影湖光,嵐,12,らんえいここう
嵐影湖光,影,15,らんえいここう
嵐影湖光,湖,12,らんえいここう
嵐影湖光,光,6,らんえいここう
濫竽充数,濫,18,らんうじゅうすう
濫竽充数,竽,9,らんうじゅうすう
濫竽充数,充,6,らんうじゅうすう
濫竽充数,数,13,らんうじゅうすう
落花流水,落,12,らっかりゅうすい
落花流水,花,7,らっかりゅうすい
落花流水,流,10,らっかりゅうすい
落花流水,水,4,らっかりゅうすい
落落晨星,落,12,らくらくしんせい
落落晨星,落,12,らくらくしんせい
落落晨星,晨,11,らくらくしんせい
落落晨星,星,9,らくらくしんせい
洛陽紙価,洛,9,らくようのしか
洛陽紙価,陽,12,らくようのしか
洛陽紙価,紙,10,らくようのしか
洛陽紙価,価,8,らくようのしか
落筆点蠅,落,12,らくひつてんよう
落筆点蠅,筆,12,らくひつてんよう
落筆点蠅,点,9,らくひつてんよう
落筆点蠅,蠅,19,らくひつてんよう
落穽下石,落,12,らくせいかせき
落穽下石,穽,9,らくせいかせき
落穽下石,下,3,らくせいかせき
落穽下石,石,5,らくせいかせき
楽禍幸災,楽,13,らくかこうさい
楽禍幸災,禍,13,らくかこうさい
楽禍幸災,幸,8,らくかこうさい
楽禍幸災,災,7,らくかこうさい
落英繽紛,落,12,らくえいひんぷん
落英繽紛,英,8,らくえいひんぷん
落英繽紛,繽,20,らくえいひんぷん
落英繽紛,紛,10,らくえいひんぷん
磊磊落落,磊,15,らいらいらくらく
磊磊落落,磊,15,らいらいらくらく
磊磊落落,落,12,らいらいらくらく
磊磊落落,落,12,らいらいらくらく
雷騰雲奔,雷,13,らいとううんぽん
雷騰雲奔,騰,20,らいとううんぽん
雷騰雲奔,雲,12,らいとううんぽん
雷騰雲奔,奔,8,らいとううんぽん
雷霆万鈞,雷,13,らいていばんきん
雷霆万鈞,霆,15,らいていばんきん
雷霆万鈞,万,3,らいていばんきん
雷霆万鈞,鈞,12,らいていばんきん
雷陳膠漆,雷,13,らいちんこうしつ
雷陳膠漆,陳,11,らいちんこうしつ
雷陳膠漆,膠,15,らいちんこうしつ
雷陳膠漆,漆,14,らいちんこうしつ
雷轟電撃,雷,13,らいごうでんげき
雷轟電撃,轟,21,らいごうでんげき
雷轟電撃,電,13,らいごうでんげき
雷轟電撃,撃,15,らいごうでんげき
雷轟電転,雷,13,らいごうでんてん
雷轟電転,轟,21,らいごうでんてん
雷轟電転,電,13,らいごうでんてん
雷轟電転,転,11,らいごうでんてん
卵翼之恩,卵,7,らんよくのおん
卵翼之恩,翼,17,らんよくのおん
卵翼之恩,之,3,らんよくのおん
卵翼之恩,恩,10,らんよくのおん
鸞翔鳳集,鸞,30,らんしょうほうしゅう
鸞翔鳳集,翔,12,らんしょうほうしゅう
鸞翔鳳集,鳳,14,らんしょうほうしゅう
鸞翔鳳集,集,12,らんしょうほうしゅう
羅雀掘鼠,羅,19,らじゃくくっそ
羅雀掘鼠,雀,11,らじゃくくっそ
羅雀掘鼠,掘,11,らじゃくくっそ
羅雀掘鼠,鼠,13,らじゃくくっそ
落花狼藉,落,12,らっかろうぜき
落花狼藉,花,7,らっかろうぜき
落花狼藉,狼,10,らっかろうぜき
落花狼藉,藉,17,らっかろうぜき
粒粒辛苦,粒,11,りゅうりゅうしんく
粒粒辛苦,粒,11,りゅうりゅうしんく
粒粒辛苦,辛,7,りゅうりゅうしんく
粒粒辛苦,苦,8,りゅうりゅうしんく
竜虎相搏,竜,10,りょうこそうはく
竜虎相搏,虎,8,りょうこそうはく
竜虎相搏,相,9,りょうこそうはく
竜虎相搏,搏,13,りょうこそうはく
戮力同心,戮,15,りくりょくどうしん
戮力同心,力,2,りくりょくどうしん
戮力同心,同,6,りくりょくどうしん
戮力同心,心,4,りくりょくどうしん
琳琅満目,琳,12,【りんろうまんもく
琳琅満目,琅,11,【りんろうまんもく
