yoji,kanji,parts,yomi
燕頷虎頸,燕,16,えんがんこけい
燕頷虎頸,頷,16,えんがんこけい
燕頷虎頸,虎,8,えんがんこけい
燕頷虎頸,頸,16,えんがんこけい
円滑洒脱,円,4,えんかつしゃだつ
円滑洒脱,滑,13,えんかつしゃだつ
円滑洒脱,洒,9,えんかつしゃだつ
円滑洒脱,脱,11,えんかつしゃだつ
鴛鴦之契,鴛,16,えんおうのちぎり
鴛鴦之契,鴦,16,えんおうのちぎり
鴛鴦之契,之,3,えんおうのちぎり
鴛鴦之契,契,9,えんおうのちぎり
烟雲過眼,烟,10,えんうんかがん
烟雲過眼,雲,12,えんうんかがん
烟雲過眼,過,12,えんうんかがん
烟雲過眼,眼,11,えんうんかがん
宴安酖毒,宴,10,えんあんちんどく
宴安酖毒,安,6,えんあんちんどく
宴安酖毒,酖,11,えんあんちんどく
宴安酖毒,毒,8,えんあんちんどく
越鳧楚乙,越,12,えつふそいつ
越鳧楚乙,鳧,13,えつふそいつ
越鳧楚乙,楚,13,えつふそいつ
越鳧楚乙,乙,1,えつふそいつ
越鳥南枝,越,12,えっちょうなんし
越鳥南枝,鳥,11,えっちょうなんし
越鳥南枝,南,9,えっちょうなんし
越鳥南枝,枝,8,えっちょうなんし
越俎之罪,越,12,えっそのつみ
越俎之罪,俎,9,えっそのつみ
越俎之罪,之,3,えっそのつみ
越俎之罪,罪,13,えっそのつみ
越俎代庖,越,12,えっそだいほう
越俎代庖,俎,9,えっそだいほう
越俎代庖,代,5,えっそだいほう
越俎代庖,庖,8,えっそだいほう
英明闊達,英,8,えいめいかったつ
英明闊達,明,8,えいめいかったつ
英明闊達,闊,17,えいめいかったつ
英明闊達,達,12,えいめいかったつ
影隻形単,影,15,えいせきけいたん
影隻形単,隻,10,えいせきけいたん
影隻形単,形,7,えいせきけいたん
影隻形単,単,9,えいせきけいたん
潁水隠士,潁,15,えいすいのいんし
潁水隠士,水,4,えいすいのいんし
潁水隠士,隠,14,えいすいのいんし
潁水隠士,士,3,えいすいのいんし
栄諧伉儷,栄,9,えいかいこうれい
栄諧伉儷,諧,16,えいかいこうれい
栄諧伉儷,伉,6,えいかいこうれい
栄諧伉儷,儷,21,えいかいこうれい
影駭響震,影,15,えいがいきょうしん
影駭響震,駭,16,えいがいきょうしん
影駭響震,響,20,えいがいきょうしん
影駭響震,震,15,えいがいきょうしん
永永無窮,永,5,えいえいむきゅう
永永無窮,永,5,えいえいむきゅう
永永無窮,無,12,えいえいむきゅう
永永無窮,窮,15,えいえいむきゅう
煙波縹渺,煙,13,えんぱひょうびょう
煙波縹渺,波,8,えんぱひょうびょう
煙波縹渺,縹,17,えんぱひょうびょう
煙波縹渺,渺,12,えんぱひょうびょう
延年益寿,延,8,えんねんえきじゅ
延年益寿,年,6,えんねんえきじゅ
延年益寿,益,10,えんねんえきじゅ
延年益寿,寿,7,えんねんえきじゅ
燕雀鴻鵠,燕,16,えんじゃくこうこく
燕雀鴻鵠,雀,11,えんじゃくこうこく
燕雀鴻鵠,鴻,17,えんじゃくこうこく
燕雀鴻鵠,鵠,18,えんじゃくこうこく
掩耳盗鐘,掩,11,えんじとうしょう
掩耳盗鐘,耳,6,えんじとうしょう
掩耳盗鐘,盗,11,えんじとうしょう
掩耳盗鐘,鐘,20,えんじとうしょう
縁木求魚,縁,15,えんぼくきゅうぎょ
縁木求魚,木,4,えんぼくきゅうぎょ
縁木求魚,求,7,えんぼくきゅうぎょ
縁木求魚,魚,11,えんぼくきゅうぎょ
婉娩聴従,婉,11,えんべんちょうじゅう
婉娩聴従,娩,10,えんべんちょうじゅう
婉娩聴従,聴,17,えんべんちょうじゅう
婉娩聴従,従,10,えんべんちょうじゅう
猿号擁柱,猿,13,えんごうようちゅう
猿号擁柱,号,5,えんごうようちゅう
猿号擁柱,擁,16,えんごうようちゅう
猿号擁柱,柱,9,えんごうようちゅう
遠交近攻,遠,13,えんこうきんこう
遠交近攻,交,6,えんこうきんこう
遠交近攻,近,7,えんこうきんこう
遠交近攻,攻,7,えんこうきんこう
延頸鶴望,延,8,えんけいかくぼう
延頸鶴望,頸,16,えんけいかくぼう
延頸鶴望,鶴,21,えんけいかくぼう
延頸鶴望,望,11,えんけいかくぼう
延頸挙踵,延,8,えんけいきょしょう
延頸挙踵,頸,16,えんけいきょしょう
延頸挙踵,挙,10,えんけいきょしょう
延頸挙踵,踵,16,えんけいきょしょう
遠御長駕,遠,13,えんぎょちょうが
遠御長駕,御,12,えんぎょちょうが
遠御長駕,長,8,えんぎょちょうが
遠御長駕,駕,15,えんぎょちょうが
燕頷投筆,燕,16,えんがんとうひつ
燕頷投筆,頷,16,えんがんとうひつ
燕頷投筆,投,7,えんがんとうひつ
燕頷投筆,筆,12,えんがんとうひつ
栄華秀英,栄,9,えいかしゅうえい
栄華秀英,華,10,えいかしゅうえい
栄華秀英,秀,7,えいかしゅうえい
栄華秀英,英,8,えいかしゅうえい
燕雁代飛,燕,16,えんがんだいひ
燕雁代飛,雁,12,えんがんだいひ
燕雁代飛,代,5,えんがんだいひ
燕雁代飛,飛,9,えんがんだいひ
煙霞痼疾,煙,13,えんかのこしつ
煙霞痼疾,霞,17,えんかのこしつ
煙霞痼疾,痼,13,えんかのこしつ
煙霞痼疾,疾,10,えんかのこしつ
蜿蜿長蛇,蜿,14,えんえんちょうだ
蜿蜿長蛇,蜿,14,えんえんちょうだ
蜿蜿長蛇,長,8,えんえんちょうだ
蜿蜿長蛇,蛇,11,えんえんちょうだ
烏帽子親,烏,10,えぼしおや
烏帽子親,帽,12,えぼしおや
烏帽子親,子,3,えぼしおや
烏帽子親,親,16,えぼしおや
越畔之思,越,12,えっぱんのおもい
越畔之思,畔,10,えっぱんのおもい
越畔之思,之,3,えっぱんのおもい
越畔之思,思,9,えっぱんのおもい
越権行為,越,12,えっけんこうい
越権行為,権,15,えっけんこうい
越権行為,行,6,えっけんこうい
越権行為,為,9,えっけんこうい
会者定離,会,6,えしゃじょうり
会者定離,者,8,えしゃじょうり
会者定離,定,8,えしゃじょうり
会者定離,離,18,えしゃじょうり
依怙贔屓,依,8,えこひいき
依怙贔屓,怙,8,えこひいき
依怙贔屓,贔,21,えこひいき
依怙贔屓,屓,10,えこひいき
回向発願,回,6,えこうほつがん
回向発願,向,6,えこうほつがん
回向発願,発,9,えこうほつがん
回向発願,願,19,えこうほつがん
役夫之夢,役,7,えきふのゆめ
役夫之夢,夫,4,えきふのゆめ
役夫之夢,之,3,えきふのゆめ
役夫之夢,夢,13,えきふのゆめ
易姓革命,易,8,えきせいかくめい
易姓革命,姓,8,えきせいかくめい
易姓革命,革,9,えきせいかくめい
易姓革命,命,8,えきせいかくめい
益者三友,益,10,えきしゃさんゆう
益者三友,者,8,えきしゃさんゆう
益者三友,三,3,えきしゃさんゆう
益者三友,友,4,えきしゃさんゆう
永字八法,永,5,えいじはっぽう
永字八法,字,6,えいじはっぽう
永字八法,八,2,えいじはっぽう
永字八法,法,8,えいじはっぽう
慧可断臂,慧,15,えかだんぴ
慧可断臂,可,5,えかだんぴ
慧可断臂,断,11,えかだんぴ
慧可断臂,臂,17,えかだんぴ
益者三楽,益,10,えきしゃさんごう
益者三楽,者,8,えきしゃさんごう
益者三楽,三,3,えきしゃさんごう
益者三楽,楽,13,えきしゃさんごう
栄耀栄華,栄,9,えいようえいが
栄耀栄華,耀,20,えいようえいが
栄耀栄華,栄,9,えいようえいが
栄耀栄華,華,10,えいようえいが
円熟無礙,円,4,えんじゅくむげ
円熟無礙,熟,15,えんじゅくむげ
円熟無礙,無,12,えんじゅくむげ
円熟無礙,礙,19,えんじゅくむげ
英雄欺人,英,8,えいゆうぎじん
英雄欺人,雄,12,えいゆうぎじん
英雄欺人,欺,12,えいゆうぎじん
英雄欺人,人,2,えいゆうぎじん
盈満之咎,盈,9,えいまんのとが
盈満之咎,満,12,えいまんのとが
盈満之咎,之,3,えいまんのとが
盈満之咎,咎,8,えいまんのとが
英邁闊達,英,8,えいまいかったつ
英邁闊達,邁,16,えいまいかったつ
英邁闊達,闊,17,えいまいかったつ
英邁闊達,達,12,えいまいかったつ
曳尾塗中,曳,6,えいびとちゅう
曳尾塗中,尾,7,えいびとちゅう
曳尾塗中,塗,13,えいびとちゅう
曳尾塗中,中,4,えいびとちゅう
円転滑脱,円,4,えんてんかつだつ
円転滑脱,転,11,えんてんかつだつ
円転滑脱,滑,13,えんてんかつだつ
円転滑脱,脱,11,えんてんかつだつ
塩鉄之利,塩,13,えんてつのり
塩鉄之利,鉄,13,えんてつのり
塩鉄之利,之,3,えんてつのり
塩鉄之利,利,7,えんてつのり
怨徹骨髄,怨,9,えんてつこつずい
怨徹骨髄,徹,15,えんてつこつずい
怨徹骨髄,骨,10,えんてつこつずい
怨徹骨髄,髄,19,えんてつこつずい
円頂黒衣,円,4,えんちょうこくえ
円頂黒衣,頂,11,えんちょうこくえ
円頂黒衣,黒,11,えんちょうこくえ
円頂黒衣,衣,6,えんちょうこくえ
燕巣幕上,燕,16,えんそうばくじょう
燕巣幕上,巣,11,えんそうばくじょう
燕巣幕上,幕,13,えんそうばくじょう
燕巣幕上,上,3,えんそうばくじょう
遠走高飛,遠,13,えんそうこうひ
遠走高飛,走,7,えんそうこうひ
遠走高飛,高,10,えんそうこうひ
遠走高飛,飛,9,えんそうこうひ
嫣然一笑,嫣,14,えんぜんいっしょう
嫣然一笑,然,12,えんぜんいっしょう
嫣然一笑,一,1,えんぜんいっしょう
嫣然一笑,笑,10,えんぜんいっしょう
遠水近火,遠,13,えんすいきんか
遠水近火,水,4,えんすいきんか
遠水近火,近,7,えんすいきんか
遠水近火,火,4,えんすいきんか
永垂不朽,永,5,えいすいふきゅう
永垂不朽,垂,8,えいすいふきゅう
永垂不朽,不,4,えいすいふきゅう
永垂不朽,朽,6,えいすいふきゅう
英雄好色,英,8,えいゆうこうしょく
英雄好色,雄,12,えいゆうこうしょく
英雄好色,好,6,えいゆうこうしょく
英雄好色,色,6,えいゆうこうしょく
英雄豪傑,英,8,えいゆうごうけつ
英雄豪傑,雄,12,えいゆうごうけつ
英雄豪傑,豪,14,えいゆうごうけつ
英雄豪傑,傑,13,えいゆうごうけつ
郢書燕説,郢,10,えいしょえんせつ
郢書燕説,書,10,えいしょえんせつ
郢書燕説,燕,16,えいしょえんせつ
郢書燕説,説,14,えいしょえんせつ
英俊豪傑,英,8,えいしゅんごうけつ
英俊豪傑,俊,9,えいしゅんごうけつ
英俊豪傑,豪,14,えいしゅんごうけつ
英俊豪傑,傑,13,えいしゅんごうけつ
英姿颯爽,英,8,えいしさっそう
英姿颯爽,姿,9,えいしさっそう
英姿颯爽,颯,14,えいしさっそう
英姿颯爽,爽,11,えいしさっそう
栄枯転変,栄,9,えいこてんぺん
栄枯転変,枯,9,えいこてんぺん
栄枯転変,転,11,えいこてんぺん
栄枯転変,変,9,えいこてんぺん
永劫回帰,永,5,えいごうかいき
永劫回帰,劫,7,えいごうかいき
永劫回帰,回,6,えいごうかいき
永劫回帰,帰,10,えいごうかいき
偃武修文,偃,11,えんぶしゅうぶん
偃武修文,武,8,えんぶしゅうぶん
偃武修文,修,10,えんぶしゅうぶん
偃武修文,文,4,えんぶしゅうぶん
円木警枕,円,4,えんぼくけいちん
円木警枕,木,4,えんぼくけいちん
円木警枕,警,19,えんぼくけいちん
円木警枕,枕,8,えんぼくけいちん
鳶飛魚躍,鳶,14,えんぴぎょやく
鳶飛魚躍,飛,9,えんぴぎょやく
鳶飛魚躍,魚,11,えんぴぎょやく
鳶飛魚躍,躍,21,えんぴぎょやく
延年転寿,延,8,えんねんてんじゅ
延年転寿,年,6,えんねんてんじゅ
延年転寿,転,11,えんねんてんじゅ
延年転寿,寿,7,えんねんてんじゅ
鉛刀一割,鉛,13,えんとういっかつ
鉛刀一割,刀,2,えんとういっかつ
鉛刀一割,一,1,えんとういっかつ
鉛刀一割,割,12,えんとういっかつ
円頭方足,円,4,えんとうほうそく
円頭方足,頭,16,えんとうほうそく
円頭方足,方,4,えんとうほうそく
円頭方足,足,7,えんとうほうそく
遠慮近憂,遠,13,えんりょきんゆう
遠慮近憂,慮,15,えんりょきんゆう
遠慮近憂,近,7,えんりょきんゆう
遠慮近憂,憂,15,えんりょきんゆう
遠慮会釈,遠,13,えんりょえしゃく
遠慮会釈,慮,15,えんりょえしゃく
遠慮会釈,会,6,えんりょえしゃく
遠慮会釈,釈,11,えんりょえしゃく
延命息災,延,8,えんめいそくさい
延命息災,命,8,えんめいそくさい
延命息災,息,10,えんめいそくさい
延命息災,災,7,えんめいそくさい
円満具足,円,4,えんまんぐそく
円満具足,満,12,えんまんぐそく
円満具足,具,8,えんまんぐそく
円満具足,足,7,えんまんぐそく
円満解決,円,4,えんまんかいけつ
円満解決,満,12,えんまんかいけつ
円満解決,解,13,えんまんかいけつ
円満解決,決,7,えんまんかいけつ
衍曼流爛,衍,9,えんまんりゅうらん
衍曼流爛,曼,11,えんまんりゅうらん
衍曼流爛,流,10,えんまんりゅうらん
衍曼流爛,爛,21,えんまんりゅうらん
永劫無極,永,5,えいごうむきょく
永劫無極,劫,7,えいごうむきょく
永劫無極,無,12,えいごうむきょく
永劫無極,極,12,えいごうむきょく
英華発外,英,8,えいかはつがい
英華発外,華,10,えいかはつがい
英華発外,発,9,えいかはつがい
英華発外,外,5,えいかはつがい
永遠不滅,永,5,えいえんふめつ
永遠不滅,遠,13,えいえんふめつ
永遠不滅,不,4,えいえんふめつ
永遠不滅,滅,13,えいえんふめつ
永遠不変,永,5,えいえんふへん
永遠不変,遠,13,えいえんふへん
永遠不変,不,4,えいえんふへん
永遠不変,変,9,えいえんふへん
永遠偉大,永,5,えいえんいだい
永遠偉大,遠,13,えいえんいだい
永遠偉大,偉,12,えいえんいだい
永遠偉大,大,3,えいえんいだい
永遠無窮,永,5,えいえんむきゅう
永遠無窮,遠,13,えいえんむきゅう
永遠無窮,無,12,えいえんむきゅう
永遠無窮,窮,15,えいえんむきゅう
円融滑脱,円,4,えんゆうかつだつ
円融滑脱,融,16,えんゆうかつだつ
円融滑脱,滑,13,えんゆうかつだつ
円融滑脱,脱,11,えんゆうかつだつ
詠雪之才,詠,12,えいせつのさい
詠雪之才,雪,11,えいせつのさい
詠雪之才,之,3,えいせつのさい
詠雪之才,才,3,えいせつのさい
淵広魚大,淵,12,えんこうぎょだい
淵広魚大,広,5,えんこうぎょだい
淵広魚大,魚,11,えんこうぎょだい
淵広魚大,大,3,えんこうぎょだい
猿猴捉月,猿,13,えんこうそくげつ
猿猴捉月,猴,12,えんこうそくげつ
猿猴捉月,捉,10,えんこうそくげつ
猿猴捉月,月,4,えんこうそくげつ
英明果敢,英,8,えいめいかかん
英明果敢,明,8,えいめいかかん
英明果敢,果,8,えいめいかかん
英明果敢,敢,12,えいめいかかん
煙視媚行,煙,13,えんしびこう
煙視媚行,視,11,えんしびこう
煙視媚行,媚,12,えんしびこう
煙視媚行,行,6,えんしびこう
鳶目兎耳,鳶,14,えんもくとじ
鳶目兎耳,目,5,えんもくとじ
鳶目兎耳,兎,7,えんもくとじ
鳶目兎耳,耳,6,えんもくとじ
盈盈一水,盈,9,えいえいいっすい
盈盈一水,盈,9,えいえいいっすい
盈盈一水,一,1,えいえいいっすい
盈盈一水,水,4,えいえいいっすい
得手勝手,得,11,えてかって
得手勝手,手,4,えてかって
得手勝手,勝,12,えてかって
得手勝手,手,4,えてかって
栄枯盛衰,栄,9,えいこせいすい
栄枯盛衰,枯,9,えいこせいすい
栄枯盛衰,盛,11,えいこせいすい
栄枯盛衰,衰,10,えいこせいすい
温和怜悧,温,12,おんわれいり
温和怜悧,和,8,おんわれいり
温和怜悧,怜,8,おんわれいり
温和怜悧,悧,10,おんわれいり
嘔心瀝血,嘔,14,おうしんれきけつ
嘔心瀝血,心,4,おうしんれきけつ
嘔心瀝血,瀝,19,おうしんれきけつ
嘔心瀝血,血,6,おうしんれきけつ
温文爾雅,温,12,おんぶんじが
温文爾雅,文,4,おんぶんじが
温文爾雅,爾,14,おんぶんじが
温文爾雅,雅,13,おんぶんじが
遠塵離垢,遠,13,おんじんりく
遠塵離垢,塵,14,おんじんりく
遠塵離垢,離,18,おんじんりく
遠塵離垢,垢,9,おんじんりく
恩讎分明,恩,10,おんしゅうぶんめい
恩讎分明,讎,23,おんしゅうぶんめい
恩讎分明,分,4,おんしゅうぶんめい
恩讎分明,明,8,おんしゅうぶんめい
屋上架屋,屋,9,おくじょうかおく
屋上架屋,上,3,おくじょうかおく
屋上架屋,架,9,おくじょうかおく
屋上架屋,屋,9,おくじょうかおく
屋烏之愛,屋,9,おくうのあい
屋烏之愛,烏,10,おくうのあい
屋烏之愛,之,3,おくうのあい
屋烏之愛,愛,13,おくうのあい
甕裡醯鶏,甕,18,おうりけいけい
甕裡醯鶏,裡,12,おうりけいけい
甕裡醯鶏,醯,19,おうりけいけい
甕裡醯鶏,鶏,19,おうりけいけい
王楊盧駱,王,4,おうようろらく
王楊盧駱,楊,13,おうようろらく
王楊盧駱,盧,16,おうようろらく
王楊盧駱,駱,16,おうようろらく
甕牖縄枢,甕,18,おうゆうじょうすう
甕牖縄枢,牖,15,おうゆうじょうすう
甕牖縄枢,縄,15,おうゆうじょうすう
甕牖縄枢,枢,8,おうゆうじょうすう
横草之功,横,15,おうそうのこう
横草之功,草,9,おうそうのこう
横草之功,之,3,おうそうのこう
横草之功,功,5,おうそうのこう
尩繊懦弱,尩,8,おうせんだじゃく
尩繊懦弱,繊,17,おうせんだじゃく
尩繊懦弱,懦,17,おうせんだじゃく
尩繊懦弱,弱,10,おうせんだじゃく
横説竪説,横,15,おうせつじゅせつ
横説竪説,説,14,おうせつじゅせつ
横説竪説,竪,14,おうせつじゅせつ
横説竪説,説,14,おうせつじゅせつ
枉尺直尋,枉,8,おうせきちょくじん
枉尺直尋,尺,4,おうせきちょくじん
枉尺直尋,直,8,おうせきちょくじん
枉尺直尋,尋,12,おうせきちょくじん
応機接物,応,7,おうきせつもつ
応機接物,機,16,おうきせつもつ
応機接物,接,11,おうきせつもつ
応機接物,物,8,おうきせつもつ
枉駕来臨,枉,8,おうがらいりん
枉駕来臨,駕,15,おうがらいりん
枉駕来臨,来,7,おうがらいりん
枉駕来臨,臨,18,おうがらいりん
嘔啞嘲哳,嘔,14,おうあちょうたつ
嘔啞嘲哳,啞,11,おうあちょうたつ
嘔啞嘲哳,嘲,15,おうあちょうたつ
嘔啞嘲哳,哳,10,おうあちょうたつ
温和篤厚,温,12,おんわとっこう
温和篤厚,和,8,おんわとっこう
温和篤厚,篤,16,おんわとっこう
温和篤厚,厚,9,おんわとっこう
温厚質実,温,12,おんこうしつじつ
温厚質実,厚,9,おんこうしつじつ
温厚質実,質,15,おんこうしつじつ
温厚質実,実,8,おんこうしつじつ
恩威並行,恩,10,おんいへいこう
恩威並行,威,9,おんいへいこう
恩威並行,並,8,おんいへいこう
恩威並行,行,6,おんいへいこう
汚名返上,汚,6,おめいへんじょう
汚名返上,名,6,おめいへんじょう
汚名返上,返,7,おめいへんじょう
汚名返上,上,3,おめいへんじょう
屋下架屋,屋,9,おくかかおく
屋下架屋,下,3,おくかかおく
屋下架屋,架,9,おくかかおく
屋下架屋,屋,9,おくかかおく
大風呂敷,大,3,おおぶろしき
大風呂敷,風,9,おおぶろしき
大風呂敷,呂,7,おおぶろしき
大風呂敷,敷,15,おおぶろしき
鷹揚自若,鷹,24,おうようじじゃく
鷹揚自若,揚,12,おうようじじゃく
鷹揚自若,自,6,おうようじじゃく
鷹揚自若,若,8,おうようじじゃく
枉法徇私,枉,8,おうほうじゅんし
枉法徇私,法,8,おうほうじゅんし
枉法徇私,徇,9,おうほうじゅんし
枉法徇私,私,7,おうほうじゅんし
往返徒労,往,8,おうへんとろう
往返徒労,返,7,おうへんとろう
往返徒労,徒,10,おうへんとろう
往返徒労,労,7,おうへんとろう
横眉怒目,横,15,おうびどもく
横眉怒目,眉,9,おうびどもく
横眉怒目,怒,9,おうびどもく
横眉怒目,目,5,おうびどもく
大盤振舞,大,3,おおばんぶるまい
大盤振舞,盤,15,おおばんぶるまい
大盤振舞,振,10,おおばんぶるまい
大盤振舞,舞,15,おおばんぶるまい
懊悩煩悶,懊,16,おうのうはんもん
懊悩煩悶,悩,10,おうのうはんもん
懊悩煩悶,煩,13,おうのうはんもん
懊悩煩悶,悶,12,おうのうはんもん
懊悩輾転,懊,16,おうのうてんてん
懊悩輾転,悩,10,おうのうてんてん
懊悩輾転,輾,17,おうのうてんてん
懊悩輾転,転,11,おうのうてんてん
懊悩呻吟,懊,16,おうのうしんぎん
懊悩呻吟,悩,10,おうのうしんぎん
懊悩呻吟,呻,8,おうのうしんぎん
懊悩呻吟,吟,7,おうのうしんぎん
温和丁寧,温,12,おんわていねい
温和丁寧,和,8,おんわていねい
温和丁寧,丁,2,おんわていねい
温和丁寧,寧,14,おんわていねい
温和勤勉,温,12,おんわきんべん
温和勤勉,和,8,おんわきんべん
温和勤勉,勤,12,おんわきんべん
温和勤勉,勉,10,おんわきんべん
温良優順,温,12,おんりょうゆうじゅん
温良優順,良,7,おんりょうゆうじゅん
温良優順,優,17,おんりょうゆうじゅん
温良優順,順,12,おんりょうゆうじゅん
温良篤厚,温,12,おんりょうとっこう
温良篤厚,良,7,おんりょうとっこう
温良篤厚,篤,16,おんりょうとっこう
温良篤厚,厚,9,おんりょうとっこう
温良貞淑,温,12,おんりょうていしゅく
温良貞淑,良,7,おんりょうていしゅく
温良貞淑,貞,9,おんりょうていしゅく
温良貞淑,淑,11,おんりょうていしゅく
温良恭倹,温,12,おんりょうきょうけん
温良恭倹,良,7,おんりょうきょうけん
温良恭倹,恭,10,おんりょうきょうけん
温良恭倹,倹,10,おんりょうきょうけん
怨霊怪異,怨,9,おんりょうかいい
怨霊怪異,霊,15,おんりょうかいい
怨霊怪異,怪,8,おんりょうかいい
怨霊怪異,異,11,おんりょうかいい
厭離穢土,厭,14,おんりえど
厭離穢土,離,18,おんりえど
厭離穢土,穢,18,おんりえど
厭離穢土,土,3,おんりえど
乳母日傘,乳,8,おんばひがさ
乳母日傘,母,5,おんばひがさ
乳母日傘,日,4,おんばひがさ
乳母日傘,傘,12,おんばひがさ
音吐朗朗,音,9,おんとろうろう
音吐朗朗,吐,6,おんとろうろう
音吐朗朗,朗,10,おんとろうろう
音吐朗朗,朗,10,おんとろうろう
怨敵退散,怨,9,おんてきたいさん
怨敵退散,敵,15,おんてきたいさん
怨敵退散,退,9,おんてきたいさん
怨敵退散,散,12,おんてきたいさん
穏着沈黙,穏,16,おんちゃくちんもく
穏着沈黙,着,12,おんちゃくちんもく
穏着沈黙,沈,7,おんちゃくちんもく
穏着沈黙,黙,15,おんちゃくちんもく
恩沢洪大,恩,10,おんたくこうだい
恩沢洪大,沢,7,おんたくこうだい
恩沢洪大,洪,9,おんたくこうだい
恩沢洪大,大,3,おんたくこうだい
怨憎会苦,怨,9,おんぞうえく
怨憎会苦,憎,14,おんぞうえく
怨憎会苦,会,6,おんぞうえく
怨憎会苦,苦,8,おんぞうえく
温凊定省,温,12,おんせいてんせい
温凊定省,凊,10,おんせいてんせい
温凊定省,定,8,おんせいてんせい
温凊定省,省,9,おんせいてんせい
音信不通,音,9,おんしんふつう
音信不通,信,9,おんしんふつう
音信不通,不,4,おんしんふつう
音信不通,通,10,おんしんふつう
怨親平等,怨,9,おんしんびょうどう
怨親平等,親,16,おんしんびょうどう
怨親平等,平,5,おんしんびょうどう
怨親平等,等,12,おんしんびょうどう
温順篤実,温,12,おんじゅんとくじつ
温順篤実,順,12,おんじゅんとくじつ
温順篤実,篤,16,おんじゅんとくじつ
温順篤実,実,8,おんじゅんとくじつ
温柔敦厚,温,12,おんじゅうとんこう
温柔敦厚,柔,9,おんじゅうとんこう
温柔敦厚,敦,12,おんじゅうとんこう
温柔敦厚,厚,9,おんじゅうとんこう
温厚篤実,温,12,おんこうとくじつ
温厚篤実,厚,9,おんこうとくじつ
温厚篤実,篤,16,おんこうとくじつ
温厚篤実,実,8,おんこうとくじつ
温厚淡泊,温,12,おんこうたんぱく
温厚淡泊,厚,9,おんこうたんぱく
温厚淡泊,淡,11,おんこうたんぱく
温厚淡泊,泊,8,おんこうたんぱく
懊悩焦慮,懊,16,おうのうしょうりょ
懊悩焦慮,悩,10,おうのうしょうりょ
懊悩焦慮,焦,12,おうのうしょうりょ
懊悩焦慮,慮,15,おうのうしょうりょ
王道楽土,王,4,おうどうらくど
王道楽土,道,12,おうどうらくど
王道楽土,楽,13,おうどうらくど
王道楽土,土,3,おうどうらくど
王政復古,王,4,おうせいふっこ
王政復古,政,9,おうせいふっこ
王政復古,復,12,おうせいふっこ
王政復古,古,5,おうせいふっこ
応接不暇,応,7,おうせつふか
応接不暇,接,11,おうせつふか
応接不暇,不,4,おうせつふか
応接不暇,暇,13,おうせつふか
往事茫々,往,8,おうじぼうぼう
往事茫々,事,8,おうじぼうぼう
往事茫々,茫,9,おうじぼうぼう
往事茫々,々,3,おうじぼうぼう
往生素懐,往,8,おうじょうのそかい
往生素懐,生,5,おうじょうのそかい
往生素懐,素,10,おうじょうのそかい
往生素懐,懐,16,おうじょうのそかい
黄金分割,黄,11,おうごんぶんかつ
黄金分割,金,8,おうごんぶんかつ
黄金分割,分,4,おうごんぶんかつ
黄金分割,割,12,おうごんぶんかつ
鴬語花舞,鴬,16,おうごかぶ
鴬語花舞,語,14,おうごかぶ
鴬語花舞,花,7,おうごかぶ
鴬語花舞,舞,15,おうごかぶ
横行覇道,横,15,おうこうはどう
横行覇道,行,6,おうこうはどう
横行覇道,覇,19,おうこうはどう
横行覇道,道,12,おうこうはどう
横行跋扈,横,15,おうこうばっこ
横行跋扈,行,6,おうこうばっこ
横行跋扈,跋,12,おうこうばっこ
横行跋扈,扈,11,おうこうばっこ
王侯将相,王,4,おうこうしょうしょう
王侯将相,侯,9,おうこうしょうしょう
王侯将相,将,10,おうこうしょうしょう
王侯将相,相,9,おうこうしょうしょう
往古来今,往,8,おうこらいこん
往古来今,古,5,おうこらいこん
往古来今,来,7,おうこらいこん
往古来今,今,4,おうこらいこん
王公貴人,王,4,おうこうきじん
王公貴人,公,4,おうこうきじん
王公貴人,貴,12,おうこうきじん
王公貴人,人,2,おうこうきじん
横行闊歩,横,15,おうこうかっぽ
横行闊歩,行,6,おうこうかっぽ
横行闊歩,闊,17,おうこうかっぽ
横行闊歩,歩,8,おうこうかっぽ
応急措置,応,7,おうきゅうそち
応急措置,急,9,おうきゅうそち
応急措置,措,11,おうきゅうそち
応急措置,置,13,おうきゅうそち
奥義秘伝,奥,12,おうぎひでん
奥義秘伝,義,13,おうぎひでん
奥義秘伝,秘,10,おうぎひでん
奥義秘伝,伝,6,おうぎひでん
桜花爛漫,桜,10,おうからんまん
桜花爛漫,花,7,おうからんまん
桜花爛漫,爛,21,おうからんまん
桜花爛漫,漫,14,おうからんまん
応病与薬,応,7,おうびょうよやく
応病与薬,病,10,おうびょうよやく
応病与薬,与,3,おうびょうよやく
応病与薬,薬,16,おうびょうよやく
往事渺茫,往,8,おうじびょうぼう
往事渺茫,事,8,おうじびょうぼう
往事渺茫,渺,12,おうじびょうぼう
往事渺茫,茫,9,おうじびょうぼう
屋梁落月,屋,9,おくりょうらくげつ
屋梁落月,梁,11,おくりょうらくげつ
屋梁落月,落,12,おくりょうらくげつ
屋梁落月,月,4,おくりょうらくげつ
小草生月,小,3,おぐさおいづき
小草生月,草,9,おぐさおいづき
小草生月,生,5,おぐさおいづき
小草生月,月,4,おぐさおいづき
温故知新,温,12,おんこちしん
温故知新,故,9,おんこちしん
温故知新,知,8,おんこちしん
温故知新,新,13,おんこちしん
岡目八目,岡,8,おかめはちもく
岡目八目,目,5,おかめはちもく
