,yoji,kanji,parts,yomi
4904,玉石混淆,玉,5,ぎょくせきこんこう
4905,玉石混淆,石,5,ぎょくせきこんこう
4906,玉石混淆,混,11,ぎょくせきこんこう
4907,玉石混淆,淆,11,ぎょくせきこんこう
4908,興味津々,興,16,きょうみしんしん
4909,興味津々,味,8,きょうみしんしん
4910,興味津々,津,9,きょうみしんしん
4911,興味津々,々,3,きょうみしんしん
4912,共存共栄,共,6,きょうぞんきょうえい
4913,共存共栄,存,6,きょうぞんきょうえい
4914,共存共栄,共,6,きょうぞんきょうえい
4915,共存共栄,栄,9,きょうぞんきょうえい
4916,急転直下,急,9,きゅうてんちょっか
4917,急転直下,転,11,きゅうてんちょっか
4918,急転直下,直,8,きゅうてんちょっか
4919,急転直下,下,3,きゅうてんちょっか
4920,九死一生,九,2,きゅうしいっしょう
4921,九死一生,死,6,きゅうしいっしょう
4922,九死一生,一,1,きゅうしいっしょう
4923,九死一生,生,5,きゅうしいっしょう
4924,起承転結,起,10,きしょうてんけつ
4925,起承転結,承,8,きしょうてんけつ
4926,起承転結,転,11,きしょうてんけつ
4927,起承転結,結,12,きしょうてんけつ
4928,奇想天外,奇,8,きそうてんがい
4929,奇想天外,想,13,きそうてんがい
4930,奇想天外,天,4,きそうてんがい
4931,奇想天外,外,5,きそうてんがい
4932,疑心暗鬼,疑,14,ぎしんあんき
4933,疑心暗鬼,心,4,ぎしんあんき
4934,疑心暗鬼,暗,13,ぎしんあんき
4935,疑心暗鬼,鬼,10,ぎしんあんき
4936,喜色満面,喜,12,きしょくまんめん
4937,喜色満面,色,6,きしょくまんめん
4938,喜色満面,満,12,きしょくまんめん
4939,喜色満面,面,9,きしょくまんめん
4940,起死回生,起,10,きしかいせい
4941,起死回生,死,6,きしかいせい
4942,起死回生,回,6,きしかいせい
4943,起死回生,生,5,きしかいせい
4944,牛飲馬食,牛,4,ぎゅういんばしょく
4945,牛飲馬食,飲,12,ぎゅういんばしょく
4946,牛飲馬食,馬,10,ぎゅういんばしょく
4947,牛飲馬食,食,9,ぎゅういんばしょく
4948,喜怒哀楽,喜,12,きどあいらく
4949,喜怒哀楽,怒,9,きどあいらく
4950,喜怒哀楽,哀,9,きどあいらく
4951,喜怒哀楽,楽,13,きどあいらく
4952,危機一髪,危,6,ききいっぱつ
4953,危機一髪,機,16,ききいっぱつ
4954,危機一髪,一,1,ききいっぱつ
4955,危機一髪,髪,14,ききいっぱつ
4956,群集心理,群,13,ぐんしゅうしんり
4957,群集心理,集,12,ぐんしゅうしんり
4958,群集心理,心,4,ぐんしゅうしんり
4959,群集心理,理,11,ぐんしゅうしんり
4960,苦心孤詣,苦,8,くしんこけい
4961,苦心孤詣,心,4,くしんこけい
4962,苦心孤詣,孤,9,くしんこけい
4963,苦心孤詣,詣,13,くしんこけい
4964,群竜無首,群,13,ぐんりょうむしゅ
4965,群竜無首,竜,10,ぐんりょうむしゅ
4966,群竜無首,無,12,ぐんりょうむしゅ
4967,群竜無首,首,9,ぐんりょうむしゅ
4968,君側之悪,君,7,くんそくのあく
4969,君側之悪,側,11,くんそくのあく
4970,君側之悪,之,3,くんそくのあく
4971,君側之悪,悪,11,くんそくのあく
4972,葷酒山門,葷,12,くんしゅさんもん
4973,葷酒山門,酒,10,くんしゅさんもん
4974,葷酒山門,山,3,くんしゅさんもん
4975,葷酒山門,門,8,くんしゅさんもん
4976,君子不器,君,7,くんしふき
4977,君子不器,子,3,くんしふき
4978,君子不器,不,4,くんしふき
4979,君子不器,器,15,くんしふき
4980,君子万年,君,7,くんしばんねん
4981,君子万年,子,3,くんしばんねん
4982,君子万年,万,3,くんしばんねん
4983,君子万年,年,6,くんしばんねん
4984,君子三楽,君,7,くんしのさんらく
4985,君子三楽,子,3,くんしのさんらく
4986,君子三楽,三,3,くんしのさんらく
4987,君子三楽,楽,13,くんしのさんらく
4988,君子三戒,君,7,くんしのさんかい
4989,君子三戒,子,3,くんしのさんかい
4990,君子三戒,三,3,くんしのさんかい
4991,君子三戒,戒,7,くんしのさんかい
4992,君子三畏,君,7,くんしのさんい
4993,君子三畏,子,3,くんしのさんい
4994,君子三畏,三,3,くんしのさんい
4995,君子三畏,畏,9,くんしのさんい
4996,君子九思,君,7,くんしのきゅうし
4997,君子九思,子,3,くんしのきゅうし
4998,君子九思,九,2,くんしのきゅうし
4999,君子九思,思,9,くんしのきゅうし
5000,焄蒿悽愴,焄,11,くんこうせいそう
5001,焄蒿悽愴,蒿,13,くんこうせいそう
5002,焄蒿悽愴,悽,11,くんこうせいそう
5003,焄蒿悽愴,愴,13,くんこうせいそう
5004,群軽折軸,群,13,ぐんけいせつじく
5005,群軽折軸,軽,12,ぐんけいせつじく
5006,群軽折軸,折,7,ぐんけいせつじく
5007,群軽折軸,軸,12,ぐんけいせつじく
5008,群疑満腹,群,13,ぐんぎまんぷく
5009,群疑満腹,疑,14,ぐんぎまんぷく
5010,群疑満腹,満,12,ぐんぎまんぷく
5011,群疑満腹,腹,13,ぐんぎまんぷく
5012,群蟻附羶,群,13,ぐんぎふせん
5013,群蟻附羶,蟻,19,ぐんぎふせん
5014,群蟻附羶,附,8,ぐんぎふせん
5015,群蟻附羶,羶,19,ぐんぎふせん
5016,君恩海壑,君,7,くんおんかいがく
5017,君恩海壑,恩,10,くんおんかいがく
5018,君恩海壑,海,9,くんおんかいがく
5019,君恩海壑,壑,17,くんおんかいがく
5020,九品蓮台,九,2,くほんれんだい
5021,九品蓮台,品,9,くほんれんだい
5022,九品蓮台,蓮,13,くほんれんだい
5023,九品蓮台,台,5,くほんれんだい
5024,区聞陬見,区,4,くぶんすうけん
5025,区聞陬見,聞,14,くぶんすうけん
5026,区聞陬見,陬,11,くぶんすうけん
5027,区聞陬見,見,7,くぶんすうけん
5028,求不得苦,求,7,ぐふとくく
5029,求不得苦,不,4,ぐふとくく
5030,求不得苦,得,11,ぐふとくく
5031,求不得苦,苦,8,ぐふとくく
5032,狗吠緇衣,狗,8,くはいしい
5033,狗吠緇衣,吠,7,くはいしい
5034,狗吠緇衣,緇,14,くはいしい
5035,狗吠緇衣,衣,6,くはいしい
5036,苦肉之計,苦,8,くにくのはかりごと
5037,苦肉之計,肉,6,くにくのはかりごと
5038,苦肉之計,之,3,くにくのはかりごと
5039,苦肉之計,計,9,くにくのはかりごと
5040,愚者一得,愚,13,ぐしゃのいっとく
5041,愚者一得,者,8,ぐしゃのいっとく
5042,愚者一得,一,1,ぐしゃのいっとく
5043,愚者一得,得,11,ぐしゃのいっとく
5044,苦口婆心,苦,8,くこうばしん
5045,苦口婆心,口,3,くこうばしん
5046,苦口婆心,婆,11,くこうばしん
5047,苦口婆心,心,4,くこうばしん
5048,愚公移山,愚,13,ぐこういざん
5049,愚公移山,公,4,ぐこういざん
5050,愚公移山,移,11,ぐこういざん
5051,愚公移山,山,3,ぐこういざん
5052,区区之心,区,4,くくのこころ
5053,区区之心,区,4,くくのこころ
5054,区区之心,之,3,くくのこころ
5055,区区之心,心,4,くくのこころ
5056,苦髪楽爪,苦,8,くがみらくづめ
5057,苦髪楽爪,髪,14,くがみらくづめ
5058,苦髪楽爪,楽,13,くがみらくづめ
5059,苦髪楽爪,爪,4,くがみらくづめ
5060,空即是色,空,8,くうそくぜしき
5061,空即是色,即,7,くうそくぜしき
5062,空即是色,是,9,くうそくぜしき
5063,空即是色,色,6,くうそくぜしき
5064,空空漠漠,空,8,くうくうばくばく
5065,空空漠漠,空,8,くうくうばくばく
5066,空空漠漠,漠,13,くうくうばくばく
5067,空空漠漠,漠,13,くうくうばくばく
5068,空空寂寂,空,8,くうくうじゃくじゃく
5069,空空寂寂,空,8,くうくうじゃくじゃく
5070,空空寂寂,寂,11,くうくうじゃくじゃく
5071,空空寂寂,寂,11,くうくうじゃくじゃく
5072,空谷跫音,空,8,くうこくのきょうおん
5073,空谷跫音,谷,7,くうこくのきょうおん
5074,空谷跫音,跫,13,くうこくのきょうおん
5075,空谷跫音,音,9,くうこくのきょうおん
5076,群鶏一鶴,群,13,ぐんけいのいっかく
5077,群鶏一鶴,鶏,19,ぐんけいのいっかく
5078,群鶏一鶴,一,1,ぐんけいのいっかく
5079,群鶏一鶴,鶴,21,ぐんけいのいっかく
5080,狗馬之心,狗,8,くばのこころ
5081,狗馬之心,馬,10,くばのこころ
5082,狗馬之心,之,3,くばのこころ
5083,狗馬之心,心,4,くばのこころ
5084,愚問愚答,愚,13,ぐもんぐとう
5085,愚問愚答,問,11,ぐもんぐとう
5086,愚問愚答,愚,13,ぐもんぐとう
5087,愚問愚答,答,12,ぐもんぐとう
5088,九分九厘,九,2,くぶくりん
5089,九分九厘,分,4,くぶくりん
5090,九分九厘,九,2,くぶくりん
5091,九分九厘,厘,9,くぶくりん
5092,狗尾続貂,狗,8,くびぞくちょう
5093,狗尾続貂,尾,7,くびぞくちょう
5094,狗尾続貂,続,13,くびぞくちょう
5095,狗尾続貂,貂,12,くびぞくちょう
5096,口不調法,口,3,くちぶちょうほう
5097,口不調法,不,4,くちぶちょうほう
5098,口不調法,調,15,くちぶちょうほう
5099,口不調法,法,8,くちぶちょうほう
5100,苦心惨憺,苦,8,くしんさんたん
5101,苦心惨憺,心,4,くしんさんたん
5102,苦心惨憺,惨,11,くしんさんたん
5103,苦心惨憺,憺,16,くしんさんたん
5104,苦学力行,苦,8,くがくりっこう
5105,苦学力行,学,8,くがくりっこう
5106,苦学力行,力,2,くがくりっこう
5107,苦学力行,行,6,くがくりっこう
5108,空理空論,空,8,くうりくうろん
5109,空理空論,理,11,くうりくうろん
5110,空理空論,空,8,くうりくうろん
5111,空理空論,論,15,くうりくうろん
5112,空中楼閣,空,8,くうちゅうろうかく
5113,空中楼閣,中,4,くうちゅうろうかく
5114,空中楼閣,楼,13,くうちゅうろうかく
5115,空中楼閣,閣,14,くうちゅうろうかく
5116,空中分解,空,8,くうちゅうぶんかい
5117,空中分解,中,4,くうちゅうぶんかい
5118,空中分解,分,4,くうちゅうぶんかい
5119,空中分解,解,13,くうちゅうぶんかい
5120,群雄割拠,群,13,ぐんゆうかっきょ
5121,群雄割拠,雄,12,ぐんゆうかっきょ
5122,群雄割拠,割,12,ぐんゆうかっきょ
5123,群雄割拠,拠,8,ぐんゆうかっきょ
5124,君子豹変,君,7,くんしひょうへん
5125,君子豹変,子,3,くんしひょうへん
5126,君子豹変,豹,10,くんしひょうへん
5127,君子豹変,変,9,くんしひょうへん
5128,空前絶後,空,8,くうぜんぜつご
5129,空前絶後,前,9,くうぜんぜつご
5130,空前絶後,絶,12,くうぜんぜつご
5131,空前絶後,後,9,くうぜんぜつご
5132,権謀術数,権,15,けんぼうじゅっすう
5133,権謀術数,謀,16,けんぼうじゅっすう
5134,権謀術数,術,11,けんぼうじゅっすう
5135,権謀術数,数,13,けんぼうじゅっすう
5136,献芹之意,献,13,けんきんのい
5137,献芹之意,芹,7,けんきんのい
5138,献芹之意,之,3,けんきんのい
5139,献芹之意,意,13,けんきんのい
5140,経国大業,経,11,けいこくのたいぎょう
5141,経国大業,国,8,けいこくのたいぎょう
5142,経国大業,大,3,けいこくのたいぎょう
5143,経国大業,業,13,けいこくのたいぎょう
5144,堅苦卓絶,堅,12,けんくたくぜつ
5145,堅苦卓絶,苦,8,けんくたくぜつ
5146,堅苦卓絶,卓,8,けんくたくぜつ
5147,堅苦卓絶,絶,12,けんくたくぜつ
5148,蛍雪之功,蛍,11,けいせつのこう
5149,蛍雪之功,雪,11,けいせつのこう
5150,蛍雪之功,之,3,けいせつのこう
5151,蛍雪之功,功,5,けいせつのこう
5152,懸腕枕腕,懸,20,けんわんちんわん
5153,懸腕枕腕,腕,12,けんわんちんわん
5154,懸腕枕腕,枕,8,けんわんちんわん
5155,懸腕枕腕,腕,12,けんわんちんわん
5156,懸腕直筆,懸,20,けんわんちょくひつ
5157,懸腕直筆,腕,12,けんわんちょくひつ
5158,懸腕直筆,直,8,けんわんちょくひつ
5159,懸腕直筆,筆,12,けんわんちょくひつ
5160,黔驢之技,黔,16,けんろのぎ
5161,黔驢之技,驢,26,けんろのぎ
5162,黔驢之技,之,3,けんろのぎ
5163,黔驢之技,技,7,けんろのぎ
5164,堅牢堅固,堅,12,けんろうけんご
5165,堅牢堅固,牢,7,けんろうけんご
5166,堅牢堅固,堅,12,けんろうけんご
5167,堅牢堅固,固,8,けんろうけんご
5168,牽攣乖隔,牽,11,けんれんかいかく
5169,牽攣乖隔,攣,23,けんれんかいかく
5170,牽攣乖隔,乖,8,けんれんかいかく
5171,牽攣乖隔,隔,13,けんれんかいかく
5172,彦倫鶴怨,彦,9,げんりんかくえん
5173,彦倫鶴怨,倫,10,げんりんかくえん
5174,彦倫鶴怨,鶴,21,げんりんかくえん
5175,彦倫鶴怨,怨,9,げんりんかくえん
5176,賢良方正,賢,16,けんりょうほうせい
5177,賢良方正,良,7,けんりょうほうせい
5178,賢良方正,方,4,けんりょうほうせい
5179,賢良方正,正,5,けんりょうほうせい
5180,賢明愚昧,賢,16,けんめいぐまい
5181,賢明愚昧,明,8,けんめいぐまい
5182,賢明愚昧,愚,13,けんめいぐまい
5183,賢明愚昧,昧,9,けんめいぐまい
5184,肩摩轂撃,肩,8,けんまこくげき
5185,肩摩轂撃,摩,15,けんまこくげき
5186,肩摩轂撃,轂,17,けんまこくげき
5187,肩摩轂撃,撃,15,けんまこくげき
5188,玄圃積玉,玄,5,げんぽせきぎょく
5189,玄圃積玉,圃,10,げんぽせきぎょく
5190,玄圃積玉,積,16,げんぽせきぎょく
5191,玄圃積玉,玉,5,げんぽせきぎょく
5192,言文一致,言,7,げんぶんいっち
5193,言文一致,文,4,げんぶんいっち
5194,言文一致,一,1,げんぶんいっち
5195,言文一致,致,10,げんぶんいっち
5196,剣抜弩張,剣,10,けんばつどちょう
5197,剣抜弩張,抜,7,けんばつどちょう
5198,剣抜弩張,弩,8,けんばつどちょう
5199,剣抜弩張,張,11,けんばつどちょう
5200,堅白同異,堅,12,けんぱくどうい
5201,堅白同異,白,5,けんぱくどうい
5202,堅白同異,同,6,けんぱくどうい
5203,堅白同異,異,11,けんぱくどうい
5204,堅忍質直,堅,12,けんにんしっちょく
5205,堅忍質直,忍,7,けんにんしっちょく
5206,堅忍質直,質,15,けんにんしっちょく
5207,堅忍質直,直,8,けんにんしっちょく
5208,堅忍果決,堅,12,けんにんかけつ
5209,堅忍果決,忍,7,けんにんかけつ
5210,堅忍果決,果,8,けんにんかけつ
5211,堅忍果決,決,7,けんにんかけつ
5212,懸頭刺股,懸,20,けんとうしこ
5213,懸頭刺股,頭,16,けんとうしこ
5214,懸頭刺股,刺,8,けんとうしこ
5215,懸頭刺股,股,8,けんとうしこ
5216,乾端坤倪,乾,11,けんたんこんげい
5217,乾端坤倪,端,14,けんたんこんげい
5218,乾端坤倪,坤,8,けんたんこんげい
5219,乾端坤倪,倪,10,けんたんこんげい
5220,阮籍青眼,阮,7,げんせきせいがん
5221,阮籍青眼,籍,20,げんせきせいがん
5222,阮籍青眼,青,8,げんせきせいがん
5223,阮籍青眼,眼,11,げんせきせいがん
5224,見性成仏,見,7,けんしょうじょうぶつ
5225,見性成仏,性,8,けんしょうじょうぶつ
5226,見性成仏,成,6,けんしょうじょうぶつ
5227,見性成仏,仏,4,けんしょうじょうぶつ
5228,言笑自若,言,7,げんしょうじじゃく
5229,言笑自若,笑,10,げんしょうじじゃく
5230,言笑自若,自,6,げんしょうじじゃく
5231,言笑自若,若,8,げんしょうじじゃく
5232,玄裳縞衣,玄,5,げんしょうこうい
5233,玄裳縞衣,裳,14,げんしょうこうい
5234,玄裳縞衣,縞,16,げんしょうこうい
5235,玄裳縞衣,衣,6,げんしょうこうい
5236,減収減益,減,12,げんしゅうげんえき
5237,減収減益,収,4,げんしゅうげんえき
5238,減収減益,減,12,げんしゅうげんえき
5239,減収減益,益,10,げんしゅうげんえき
5240,言者不知,言,7,げんしゃふち
5241,言者不知,者,8,げんしゃふち
5242,言者不知,不,4,げんしゃふち
5243,言者不知,知,8,げんしゃふち
5244,妍姿艶質,妍,7,けんしえんしつ
5245,妍姿艶質,姿,9,けんしえんしつ
5246,妍姿艶質,艶,19,けんしえんしつ
5247,妍姿艶質,質,15,けんしえんしつ
5248,厳塞要徼,厳,17,げんさいようきょう
5249,厳塞要徼,塞,13,げんさいようきょう
5250,厳塞要徼,要,9,げんさいようきょう
5251,厳塞要徼,徼,16,げんさいようきょう
5252,堅塞固塁,堅,12,けんさいこるい
5253,堅塞固塁,塞,13,けんさいこるい
5254,堅塞固塁,固,8,けんさいこるい
5255,堅塞固塁,塁,12,けんさいこるい
