,yoji,kanji,parts,yomi
4349,魚鱗鶴翼,鱗,24,ぎょりんかくよく
4350,魚鱗鶴翼,鶴,21,ぎょりんかくよく
4351,魚鱗鶴翼,翼,17,ぎょりんかくよく
4352,魚目混珠,魚,11,ぎょもくこんしゅ
4353,魚目混珠,目,5,ぎょもくこんしゅ
4354,魚目混珠,混,11,ぎょもくこんしゅ
4355,魚目混珠,珠,10,ぎょもくこんしゅ
4356,魚菽之祭,魚,11,ぎょしゅくのまつり
4357,魚菽之祭,菽,11,ぎょしゅくのまつり
4358,魚菽之祭,之,3,ぎょしゅくのまつり
4359,魚菽之祭,祭,11,ぎょしゅくのまつり
4360,魚質竜文,魚,11,ぎょしつりょうぶん
4361,魚質竜文,質,15,ぎょしつりょうぶん
4362,魚質竜文,竜,10,ぎょしつりょうぶん
4363,魚質竜文,文,4,ぎょしつりょうぶん
4364,魚塩之利,魚,11,ぎょえんのり
4365,魚塩之利,塩,13,ぎょえんのり
4366,魚塩之利,之,3,ぎょえんのり
4367,魚塩之利,利,7,ぎょえんのり
4368,魚爛土崩,魚,11,ぎょらんどほう
4369,魚爛土崩,爛,21,ぎょらんどほう
4370,魚爛土崩,土,3,ぎょらんどほう
4371,魚爛土崩,崩,11,ぎょらんどほう
4372,窮年累世,窮,15,きゅうねんるいせい
4373,窮年累世,年,6,きゅうねんるいせい
4374,窮年累世,累,11,きゅうねんるいせい
4375,窮年累世,世,5,きゅうねんるいせい
4376,窮途末路,窮,15,きゅうとまつろ
4377,窮途末路,途,10,きゅうとまつろ
4378,窮途末路,末,5,きゅうとまつろ
4379,窮途末路,路,13,きゅうとまつろ
4380,窮途之哭,窮,15,きゅうとのこく
4381,窮途之哭,途,10,きゅうとのこく
4382,窮途之哭,之,3,きゅうとのこく
4383,窮途之哭,哭,10,きゅうとのこく
4384,旧套墨守,旧,5,きゅうとうぼくしゅ
4385,旧套墨守,套,10,きゅうとうぼくしゅ
4386,旧套墨守,墨,14,きゅうとうぼくしゅ
4387,旧套墨守,守,6,きゅうとうぼくしゅ
4388,九鼎大呂,九,2,きゅうていたいりょ
4389,九鼎大呂,鼎,13,きゅうていたいりょ
4390,九鼎大呂,大,3,きゅうていたいりょ
4391,九鼎大呂,呂,7,きゅうていたいりょ
4392,窮鳥入懐,窮,15,きゅうちょうにゅうかい
4393,窮鳥入懐,鳥,11,きゅうちょうにゅうかい
4394,窮鳥入懐,入,2,きゅうちょうにゅうかい
4395,窮鳥入懐,懐,16,きゅうちょうにゅうかい
4396,九腸寸断,九,2,きゅうちょうすんだん
4397,九腸寸断,腸,13,きゅうちょうすんだん
4398,九腸寸断,寸,3,きゅうちょうすんだん
4399,九腸寸断,断,11,きゅうちょうすんだん
4400,救世済民,救,11,きゅうせいさいみん
4401,救世済民,世,5,きゅうせいさいみん
4402,救世済民,済,11,きゅうせいさいみん
4403,救世済民,民,5,きゅうせいさいみん
4404,宮車晏駕,宮,10,きゅうしゃあんが
4405,宮車晏駕,車,7,きゅうしゃあんが
4406,宮車晏駕,晏,10,きゅうしゃあんが
4407,宮車晏駕,駕,15,きゅうしゃあんが
4408,窮山幽谷,窮,15,きゅうざんゆうこく
4409,窮山幽谷,山,3,きゅうざんゆうこく
4410,窮山幽谷,幽,9,きゅうざんゆうこく
4411,窮山幽谷,谷,7,きゅうざんゆうこく
4412,泣斬馬謖,泣,8,きゅうざんばしょく
4413,泣斬馬謖,斬,11,きゅうざんばしょく
4414,泣斬馬謖,馬,10,きゅうざんばしょく
4415,泣斬馬謖,謖,17,きゅうざんばしょく
4416,丘山之功,丘,5,きゅうざんのこう
4417,丘山之功,山,3,きゅうざんのこう
4418,丘山之功,之,3,きゅうざんのこう
4419,丘山之功,功,5,きゅうざんのこう
4420,九皐鳴鶴,九,2,きゅうこうのめいかく
4421,九皐鳴鶴,皐,11,きゅうこうのめいかく
4422,九皐鳴鶴,鳴,14,きゅうこうのめいかく
4423,九皐鳴鶴,鶴,21,きゅうこうのめいかく
4424,泣血漣如,泣,8,きゅうけつれんじょ
4425,泣血漣如,血,6,きゅうけつれんじょ
4426,泣血漣如,漣,14,きゅうけつれんじょ
4427,泣血漣如,如,6,きゅうけつれんじょ
4428,九棘三槐,九,2,きゅうきょくさんかい
4429,九棘三槐,棘,12,きゅうきょくさんかい
4430,九棘三槐,三,3,きゅうきょくさんかい
4431,九棘三槐,槐,14,きゅうきょくさんかい
4432,汲汲忙忙,汲,7,きゅうきゅうぼうぼう
4433,汲汲忙忙,汲,7,きゅうきゅうぼうぼう
4434,汲汲忙忙,忙,6,きゅうきゅうぼうぼう
4435,汲汲忙忙,忙,6,きゅうきゅうぼうぼう
4436,魚網鴻離,魚,11,ぎょもうこうり
4437,魚網鴻離,網,14,ぎょもうこうり
4438,魚網鴻離,鴻,17,ぎょもうこうり
4439,魚網鴻離,離,18,ぎょもうこうり
4440,金亀換酒,金,8,きんきかんしゅ
4441,金亀換酒,亀,11,きんきかんしゅ
4442,金亀換酒,換,12,きんきかんしゅ
4443,金亀換酒,酒,10,きんきかんしゅ
4444,鳩首謀議,鳩,13,きゅうしゅぼうぎ
4445,鳩首謀議,首,9,きゅうしゅぼうぎ
4446,鳩首謀議,謀,16,きゅうしゅぼうぎ
4447,鳩首謀議,議,20,きゅうしゅぼうぎ
4448,鳩形鵠面,鳩,13,きゅうけいこくめん
4449,鳩形鵠面,形,7,きゅうけいこくめん
4450,鳩形鵠面,鵠,18,きゅうけいこくめん
4451,鳩形鵠面,面,9,きゅうけいこくめん
4452,鳩首凝議,鳩,13,きゅうしゅぎょうぎ
4453,鳩首凝議,首,9,きゅうしゅぎょうぎ
4454,鳩首凝議,凝,16,きゅうしゅぎょうぎ
4455,鳩首凝議,議,20,きゅうしゅぎょうぎ
4456,魚竜爵馬,魚,11,ぎょりょうしゃくば
4457,魚竜爵馬,竜,10,ぎょりょうしゃくば
4458,魚竜爵馬,爵,17,ぎょりょうしゃくば
4459,魚竜爵馬,馬,10,ぎょりょうしゃくば
4460,鳩居鵲巣,鳩,13,きゅうきょじゃくそう
4461,鳩居鵲巣,居,8,きゅうきょじゃくそう
4462,鳩居鵲巣,鵲,19,きゅうきょじゃくそう
4463,鳩居鵲巣,巣,11,きゅうきょじゃくそう
4464,九牛一毛,九,2,きゅうぎゅうのいちもう
4465,九牛一毛,牛,4,きゅうぎゅうのいちもう
4466,九牛一毛,一,1,きゅうぎゅうのいちもう
4467,九牛一毛,毛,4,きゅうぎゅうのいちもう
4468,牛刀割鶏,牛,4,ぎゅうとうかっけい
4469,牛刀割鶏,刀,2,ぎゅうとうかっけい
4470,牛刀割鶏,割,12,ぎゅうとうかっけい
4471,牛刀割鶏,鶏,19,ぎゅうとうかっけい
4472,牛溲馬勃,牛,4,ぎゅうしゅうばぼつ
4473,牛溲馬勃,溲,13,ぎゅうしゅうばぼつ
4474,牛溲馬勃,馬,10,ぎゅうしゅうばぼつ
4475,牛溲馬勃,勃,9,ぎゅうしゅうばぼつ
4476,牛驥同皁,牛,4,ぎゅうきどうそう
4477,牛驥同皁,驥,26,ぎゅうきどうそう
4478,牛驥同皁,同,6,ぎゅうきどうそう
4479,牛驥同皁,皁,7,ぎゅうきどうそう
4480,牛鬼蛇神,牛,4,ぎゅうきだしん
4481,牛鬼蛇神,鬼,10,ぎゅうきだしん
4482,牛鬼蛇神,蛇,11,ぎゅうきだしん
4483,牛鬼蛇神,神,9,ぎゅうきだしん
4484,旧雨今雨,旧,5,きゅううこんう
4485,旧雨今雨,雨,8,きゅううこんう
4486,旧雨今雨,今,4,きゅううこんう
4487,旧雨今雨,雨,8,きゅううこんう
4488,脚下照顧,脚,11,きゃっかしょうこ
4489,脚下照顧,下,3,きゃっかしょうこ
4490,脚下照顧,照,13,きゃっかしょうこ
4491,脚下照顧,顧,21,きゃっかしょうこ
4492,客塵煩悩,客,9,きゃくじんぼんのう
4493,客塵煩悩,塵,14,きゃくじんぼんのう
4494,客塵煩悩,煩,13,きゃくじんぼんのう
4495,客塵煩悩,悩,10,きゃくじんぼんのう
4496,逆取順守,逆,9,ぎゃくしゅじゅんしゅ
4497,逆取順守,取,8,ぎゃくしゅじゅんしゅ
4498,逆取順守,順,12,ぎゃくしゅじゅんしゅ
4499,逆取順守,守,6,ぎゃくしゅじゅんしゅ
4500,鬼面嚇人,鬼,10,きめんかくじん
4501,鬼面嚇人,面,9,きめんかくじん
4502,鬼面嚇人,嚇,17,きめんかくじん
4503,鬼面嚇人,人,2,きめんかくじん
4504,季布一諾,季,8,きふのいちだく
4505,季布一諾,布,5,きふのいちだく
4506,季布一諾,一,1,きふのいちだく
4507,季布一諾,諾,15,きふのいちだく
4508,鬼斧神工,鬼,10,きふしんこう
4509,鬼斧神工,斧,8,きふしんこう
4510,鬼斧神工,神,9,きふしんこう
4511,鬼斧神工,工,3,きふしんこう
4512,窮鼠噛猫,窮,15,きゅうそごうびょう
4513,窮鼠噛猫,鼠,13,きゅうそごうびょう
4514,窮鼠噛猫,噛,15,きゅうそごうびょう
4515,窮鼠噛猫,猫,11,きゅうそごうびょう
4516,驥服塩車,驥,26,きふくえんしゃ
4517,驥服塩車,服,8,きふくえんしゃ
4518,驥服塩車,塩,13,きふくえんしゃ
4519,驥服塩車,車,7,きふくえんしゃ
4520,帰馬放牛,帰,10,きばほうぎゅう
4521,帰馬放牛,馬,10,きばほうぎゅう
4522,帰馬放牛,放,8,きばほうぎゅう
4523,帰馬放牛,牛,4,きばほうぎゅう
4524,肌肉玉雪,肌,6,きにくぎょくせつ
4525,肌肉玉雪,肉,6,きにくぎょくせつ
4526,肌肉玉雪,玉,5,きにくぎょくせつ
4527,肌肉玉雪,雪,11,きにくぎょくせつ
4528,橘中之楽,橘,16,きっちゅうのたのしみ
4529,橘中之楽,中,4,きっちゅうのたのしみ
4530,橘中之楽,之,3,きっちゅうのたのしみ
4531,橘中之楽,楽,13,きっちゅうのたのしみ
4532,亀甲獣骨,亀,11,きっこうじゅうこつ
4533,亀甲獣骨,甲,5,きっこうじゅうこつ
4534,亀甲獣骨,獣,16,きっこうじゅうこつ
4535,亀甲獣骨,骨,10,きっこうじゅうこつ
4536,佶屈聱牙,佶,8,きっくつごうが
4537,佶屈聱牙,屈,8,きっくつごうが
4538,佶屈聱牙,聱,17,きっくつごうが
4539,佶屈聱牙,牙,4,きっくつごうが
4540,鞠躬尽瘁,鞠,17,きっきゅうじんすい
4541,鞠躬尽瘁,躬,10,きっきゅうじんすい
4542,鞠躬尽瘁,尽,6,きっきゅうじんすい
4543,鞠躬尽瘁,瘁,13,きっきゅうじんすい
4544,吉祥悔過,吉,6,きちじょうけか
4545,吉祥悔過,祥,10,きちじょうけか
4546,吉祥悔過,悔,9,きちじょうけか
4547,吉祥悔過,過,12,きちじょうけか
4548,吉日良辰,吉,6,きちじつりょうしん
4549,吉日良辰,日,4,きちじつりょうしん
4550,吉日良辰,良,7,きちじつりょうしん
4551,吉日良辰,辰,7,きちじつりょうしん
4552,貴賤上下,貴,12,きせんじょうげ
4553,貴賤上下,賤,15,きせんじょうげ
4554,貴賤上下,上,3,きせんじょうげ
4555,貴賤上下,下,3,きせんじょうげ
4556,巍然屹立,巍,21,ぎぜんきつりつ
4557,巍然屹立,然,12,ぎぜんきつりつ
4558,巍然屹立,屹,6,ぎぜんきつりつ
4559,巍然屹立,立,5,ぎぜんきつりつ
4560,羈紲之僕,羈,24,きせつのぼく
4561,羈紲之僕,紲,11,きせつのぼく
4562,羈紲之僕,之,3,きせつのぼく
4563,羈紲之僕,僕,14,きせつのぼく
4564,希世之雄,希,7,きせいのゆう
4565,希世之雄,世,5,きせいのゆう
4566,希世之雄,之,3,きせいのゆう
4567,希世之雄,雄,12,きせいのゆう
4568,杞人天憂,杞,7,きじんてんゆう
4569,杞人天憂,人,2,きじんてんゆう
4570,杞人天憂,天,4,きじんてんゆう
4571,杞人天憂,憂,15,きじんてんゆう
4572,机上之論,机,6,きじょうのろん
4573,机上之論,上,3,きじょうのろん
4574,机上之論,之,3,きじょうのろん
4575,机上之論,論,15,きじょうのろん
4576,貴種流離,貴,12,きしゅりゅうり
4577,貴種流離,種,14,きしゅりゅうり
4578,貴種流離,流,10,きしゅりゅうり
4579,貴種流離,離,18,きしゅりゅうり
4580,鬼出電入,鬼,10,きしゅつでんにゅう
4581,鬼出電入,出,5,きしゅつでんにゅう
4582,鬼出電入,電,13,きしゅつでんにゅう
4583,鬼出電入,入,2,きしゅつでんにゅう
4584,綺繻紈袴,綺,14,きじゅがんこ
4585,綺繻紈袴,繻,20,きじゅがんこ
4586,綺繻紈袴,紈,9,きじゅがんこ
4587,綺繻紈袴,袴,11,きじゅがんこ
4588,疑事無功,疑,14,ぎじむこう
4589,疑事無功,事,8,ぎじむこう
4590,疑事無功,無,12,ぎじむこう
4591,疑事無功,功,5,ぎじむこう
4592,貴耳賤目,貴,12,きじせんもく
4593,貴耳賤目,耳,6,きじせんもく
4594,貴耳賤目,賤,15,きじせんもく
4595,貴耳賤目,目,5,きじせんもく
4596,箕山之志,箕,14,きざんのこころざし
4597,箕山之志,山,3,きざんのこころざし
4598,箕山之志,之,3,きざんのこころざし
4599,箕山之志,志,7,きざんのこころざし
4600,旗鼓堂堂,旗,14,きこどうどう
4601,旗鼓堂堂,鼓,13,きこどうどう
4602,旗鼓堂堂,堂,11,きこどうどう
4603,旗鼓堂堂,堂,11,きこどうどう
4604,気骨稜稜,気,6,きこつりょうりょう
4605,気骨稜稜,骨,10,きこつりょうりょう
4606,気骨稜稜,稜,13,きこつりょうりょう
4607,気骨稜稜,稜,13,きこつりょうりょう
4608,騎虎之勢,騎,18,きこのいきおい
4609,騎虎之勢,虎,8,きこのいきおい
4610,騎虎之勢,之,3,きこのいきおい
4611,騎虎之勢,勢,13,きこのいきおい
4612,規行矩歩,規,11,きこうくほ
4613,規行矩歩,行,6,きこうくほ
4614,規行矩歩,矩,10,きこうくほ
4615,規行矩歩,歩,8,きこうくほ
4616,跂行喙息,跂,11,きこうかいそく
4617,跂行喙息,行,6,きこうかいそく
4618,跂行喙息,喙,12,きこうかいそく
4619,跂行喙息,息,10,きこうかいそく
4620,棄甲曳兵,棄,13,きこうえいへい
4621,棄甲曳兵,甲,5,きこうえいへい
4622,棄甲曳兵,曳,6,きこうえいへい
4623,棄甲曳兵,兵,7,きこうえいへい
4624,危言覈論,危,6,きげんかくろん
4625,危言覈論,言,7,きげんかくろん
4626,危言覈論,覈,19,きげんかくろん
4627,危言覈論,論,15,きげんかくろん
4628,規矩準縄,規,11,きくじゅんじょう
4629,規矩準縄,矩,10,きくじゅんじょう
4630,規矩準縄,準,13,きくじゅんじょう
4631,規矩準縄,縄,15,きくじゅんじょう
4632,崎嶇坎軻,崎,11,きくかんか
4633,崎嶇坎軻,嶇,14,きくかんか
4634,崎嶇坎軻,坎,7,きくかんか
4635,崎嶇坎軻,軻,12,きくかんか
4636,熙熙攘攘,熙,15,ききじょうじょう
4637,熙熙攘攘,熙,15,ききじょうじょう
4638,熙熙攘攘,攘,20,ききじょうじょう
4639,熙熙攘攘,攘,20,ききじょうじょう
4640,騏驥過隙,騏,18,ききかげき
4641,騏驥過隙,驥,26,ききかげき
4642,騏驥過隙,過,12,ききかげき
4643,騏驥過隙,隙,13,ききかげき
4644,奇技淫巧,奇,8,きぎいんこう
4645,奇技淫巧,技,7,きぎいんこう
4646,奇技淫巧,淫,11,きぎいんこう
4647,奇技淫巧,巧,5,きぎいんこう
4648,鬼瞰之禍,鬼,10,きかんのわざわい
4649,鬼瞰之禍,瞰,17,きかんのわざわい
4650,鬼瞰之禍,之,3,きかんのわざわい
4651,鬼瞰之禍,禍,13,きかんのわざわい
4652,奇貨可居,奇,8,きかかきょ
4653,奇貨可居,貨,11,きかかきょ
4654,奇貨可居,可,5,きかかきょ
4655,奇貨可居,居,8,きかかきょ
4656,機械之心,機,16,きかいのこころ
4657,機械之心,械,11,きかいのこころ
4658,機械之心,之,3,きかいのこころ
4659,機械之心,心,4,きかいのこころ
4660,既往不咎,既,10,きおうふきゅう
4661,既往不咎,往,8,きおうふきゅう
4662,既往不咎,不,4,きおうふきゅう
4663,既往不咎,咎,8,きおうふきゅう
4664,疑雲猜霧,疑,14,ぎうんさいむ
4665,疑雲猜霧,雲,12,ぎうんさいむ
4666,疑雲猜霧,猜,11,ぎうんさいむ
4667,疑雲猜霧,霧,19,ぎうんさいむ
4668,気韻生動,気,6,きいんせいどう
4669,気韻生動,韻,19,きいんせいどう
4670,気韻生動,生,5,きいんせいどう
4671,気韻生動,動,11,きいんせいどう
4672,窮猿投林,窮,15,きゅうえんとうりん
4673,窮猿投林,猿,13,きゅうえんとうりん
4674,窮猿投林,投,7,きゅうえんとうりん
4675,窮猿投林,林,8,きゅうえんとうりん
4676,近郷近在,近,7,きんごうきんざい
4677,近郷近在,郷,11,きんごうきんざい
4678,近郷近在,近,7,きんごうきんざい
4679,近郷近在,在,6,きんごうきんざい
4680,鬼哭啾啾,鬼,10,きこくしゅうしゅう
4681,鬼哭啾啾,哭,10,きこくしゅうしゅう
4682,鬼哭啾啾,啾,12,きこくしゅうしゅう
4683,鬼哭啾啾,啾,12,きこくしゅうしゅう
4684,勤倹力行,勤,12,きんけんりっこう
4685,勤倹力行,倹,10,きんけんりっこう
4686,勤倹力行,力,2,きんけんりっこう
4687,勤倹力行,行,6,きんけんりっこう
4688,恐恐謹言,恐,10,きょうきょうきんげん
4689,恐恐謹言,恐,10,きょうきょうきんげん
4690,恐恐謹言,謹,17,きょうきょうきんげん
4691,恐恐謹言,言,7,きょうきょうきんげん
4692,兢兢業業,兢,14,きょうきょうぎょうぎょう
4693,兢兢業業,兢,14,きょうきょうぎょうぎょう
4694,兢兢業業,業,13,きょうきょうぎょうぎょう
4695,兢兢業業,業,13,きょうきょうぎょうぎょう
4696,鬼手仏心,鬼,10,きしゅぶっしん
4697,鬼手仏心,手,4,きしゅぶっしん
4698,鬼手仏心,仏,4,きしゅぶっしん
4699,鬼手仏心,心,4,きしゅぶっしん
4700,旗幟鮮明,旗,14,きしせんめい
4701,旗幟鮮明,幟,15,きしせんめい
4702,旗幟鮮明,鮮,17,きしせんめい
4703,旗幟鮮明,明,8,きしせんめい
4704,奇策縦横,奇,8,きさくじゅうおう
4705,奇策縦横,策,12,きさくじゅうおう
4706,奇策縦横,縦,16,きさくじゅうおう
4707,奇策縦横,横,15,きさくじゅうおう
4708,気候風土,気,6,きこうふうど
4709,気候風土,候,10,きこうふうど
4710,気候風土,風,9,きこうふうど
4711,気候風土,土,3,きこうふうど
4712,奇奇怪怪,奇,8,ききかいかい
4713,奇奇怪怪,奇,8,ききかいかい
4714,奇奇怪怪,怪,8,ききかいかい
4715,奇奇怪怪,怪,8,ききかいかい
4716,奇怪千万,奇,8,きかいせんばん
4717,奇怪千万,怪,8,きかいせんばん
4718,奇怪千万,千,3,きかいせんばん
4719,奇怪千万,万,3,きかいせんばん
4720,機会均等,機,16,きかいきんとう
4721,機会均等,会,6,きかいきんとう
4722,機会均等,均,7,きかいきんとう
4723,機会均等,等,12,きかいきんとう
4724,気炎万丈,気,6,きえんばんじょう
4725,気炎万丈,炎,8,きえんばんじょう
4726,気炎万丈,万,3,きえんばんじょう
4727,気炎万丈,丈,3,きえんばんじょう
4728,気宇壮大,気,6,きうそうだい
4729,気宇壮大,宇,6,きうそうだい
4730,気宇壮大,壮,6,きうそうだい
4731,気宇壮大,大,3,きうそうだい
4732,勤労奉仕,勤,12,きんろうほうし
4733,勤労奉仕,労,7,きんろうほうし
4734,勤労奉仕,奉,8,きんろうほうし
4735,勤労奉仕,仕,5,きんろうほうし
4736,金殿玉楼,金,8,きんでんぎょくろう
4737,金殿玉楼,殿,13,きんでんぎょくろう
4738,金殿玉楼,玉,5,きんでんぎょくろう
4739,金殿玉楼,楼,13,きんでんぎょくろう
4740,近所合壁,近,7,きんじょがっぺき
4741,近所合壁,所,8,きんじょがっぺき
4742,近所合壁,合,6,きんじょがっぺき
4743,近所合壁,壁,16,きんじょがっぺき
4744,金城鉄壁,金,8,きんじょうてっぺき
4745,金城鉄壁,城,9,きんじょうてっぺき
4746,金城鉄壁,鉄,13,きんじょうてっぺき
4747,金城鉄壁,壁,16,きんじょうてっぺき
4748,緊褌一番,緊,15,きんこんいちばん
4749,緊褌一番,褌,14,きんこんいちばん
4750,緊褌一番,一,1,きんこんいちばん
4751,緊褌一番,番,12,きんこんいちばん
4752,金口木舌,金,8,きんこうぼくぜつ
4753,金口木舌,口,3,きんこうぼくぜつ
4754,金口木舌,木,4,きんこうぼくぜつ
4755,金口木舌,舌,6,きんこうぼくぜつ
4756,謹厳実直,謹,17,きんげんじっちょく
4757,謹厳実直,厳,17,きんげんじっちょく
4758,謹厳実直,実,8,きんげんじっちょく
4759,謹厳実直,直,8,きんげんじっちょく
4760,槿花一日,槿,15,きんかいちじつ
4761,槿花一日,花,7,きんかいちじつ
4762,槿花一日,一,1,きんかいちじつ
4763,槿花一日,日,4,きんかいちじつ
4764,金烏玉兎,金,8,きんうぎょくと
4765,金烏玉兎,烏,10,きんうぎょくと
4766,金烏玉兎,玉,5,きんうぎょくと
4767,金烏玉兎,兎,7,きんうぎょくと
4768,錦衣玉食,錦,16,きんいぎょくしょく
4769,錦衣玉食,衣,6,きんいぎょくしょく
4770,錦衣玉食,玉,5,きんいぎょくしょく
4771,錦衣玉食,食,9,きんいぎょくしょく
4772,議論百出,議,20,ぎろんひゃくしゅつ
4773,議論百出,論,15,ぎろんひゃくしゅつ
4774,議論百出,百,6,ぎろんひゃくしゅつ
4775,議論百出,出,5,ぎろんひゃくしゅつ
4776,義理人情,義,13,ぎりにんじょう
4777,義理人情,理,11,ぎりにんじょう
4778,義理人情,人,2,ぎりにんじょう
4779,義理人情,情,11,ぎりにんじょう
4780,義理一遍,義,13,ぎりいっぺん
4781,義理一遍,理,11,ぎりいっぺん
4782,義理一遍,一,1,ぎりいっぺん
4783,義理一遍,遍,12,ぎりいっぺん
4784,魚目燕石,魚,11,ぎょもくえんせき
4785,魚目燕石,目,5,ぎょもくえんせき
4786,魚目燕石,燕,16,ぎょもくえんせき
4787,魚目燕石,石,5,ぎょもくえんせき
4788,毀誉褒貶,毀,13,きよほうへん
4789,毀誉褒貶,誉,13,きよほうへん
4790,毀誉褒貶,褒,15,きよほうへん
4791,毀誉褒貶,貶,11,きよほうへん
4792,挙動不審,挙,10,きょどうふしん
4793,挙動不審,動,11,きょどうふしん
4794,挙動不審,不,4,きょどうふしん
4795,挙動不審,審,15,きょどうふしん
4796,虚心坦懐,虚,11,きょしんたんかい
4797,虚心坦懐,心,4,きょしんたんかい
4798,虚心坦懐,坦,8,きょしんたんかい
4799,虚心坦懐,懐,16,きょしんたんかい
4800,挙国一致,挙,10,きょこくいっち
4801,挙国一致,国,8,きょこくいっち
4802,挙国一致,一,1,きょこくいっち
4803,挙国一致,致,10,きょこくいっち
4804,局面打開,局,7,きょくめんだかい
4805,局面打開,面,9,きょくめんだかい
4806,局面打開,打,5,きょくめんだかい
4807,局面打開,開,12,きょくめんだかい
4808,玉石混交,玉,5,ぎょくせきこんこう
4809,玉石混交,石,5,ぎょくせきこんこう
4810,玉石混交,混,11,ぎょくせきこんこう
4811,玉石混交,交,6,ぎょくせきこんこう
4812,旭日昇天,旭,6,きょくじつしょうてん
4813,旭日昇天,日,4,きょくじつしょうてん
4814,旭日昇天,昇,8,きょくじつしょうてん
4815,旭日昇天,天,4,きょくじつしょうてん
4816,曲学阿世,曲,6,きょくがくあせい
4817,曲学阿世,学,8,きょくがくあせい
4818,曲学阿世,阿,8,きょくがくあせい
4819,曲学阿世,世,5,きょくがくあせい
4820,局外中立,局,7,きょくがいちゅうりつ
4821,局外中立,外,5,きょくがいちゅうりつ
4822,局外中立,中,4,きょくがいちゅうりつ
4823,局外中立,立,5,きょくがいちゅうりつ
4824,虚虚実実,虚,11,きょきょじつじつ
4825,虚虚実実,虚,11,きょきょじつじつ
4826,虚虚実実,実,8,きょきょじつじつ
4827,虚虚実実,実,8,きょきょじつじつ
4828,器用貧乏,器,15,きようびんぼう
4829,器用貧乏,用,5,きようびんぼう
4830,器用貧乏,貧,11,きようびんぼう
4831,器用貧乏,乏,4,きようびんぼう
4832,強迫観念,強,11,きょうはくかんねん
4833,強迫観念,迫,8,きょうはくかんねん
4834,強迫観念,観,18,きょうはくかんねん
4835,強迫観念,念,8,きょうはくかんねん
4836,共同戦線,共,6,きょうどうせんせん
4837,共同戦線,同,6,きょうどうせんせん
4838,共同戦線,戦,13,きょうどうせんせん
4839,共同戦線,線,15,きょうどうせんせん
4840,驚天動地,驚,22,きょうてんどうち
4841,驚天動地,天,4,きょうてんどうち
4842,驚天動地,動,11,きょうてんどうち
4843,驚天動地,地,6,きょうてんどうち
4844,兄弟弟子,兄,5,きょうだいでし
4845,兄弟弟子,弟,7,きょうだいでし
4846,兄弟弟子,弟,7,きょうだいでし
4847,兄弟弟子,子,3,きょうだいでし
4848,拱手傍観,拱,9,きょうしゅぼうかん
4849,拱手傍観,手,4,きょうしゅぼうかん
4850,拱手傍観,傍,12,きょうしゅぼうかん
4851,拱手傍観,観,18,きょうしゅぼうかん
4852,行住坐臥,行,6,ぎょうじゅうざが
4853,行住坐臥,住,7,ぎょうじゅうざが
4854,行住坐臥,坐,7,ぎょうじゅうざが
4855,行住坐臥,臥,9,ぎょうじゅうざが
4856,狂喜乱舞,狂,7,きょうきらんぶ
4857,狂喜乱舞,喜,12,きょうきらんぶ
4858,狂喜乱舞,乱,7,きょうきらんぶ
4859,狂喜乱舞,舞,15,きょうきらんぶ
4860,恐悦至極,恐,10,きょうえつしごく
4861,恐悦至極,悦,10,きょうえつしごく
4862,恐悦至極,至,6,きょうえつしごく
4863,恐悦至極,極,12,きょうえつしごく
4864,旧態依然,旧,5,きゅうたいいぜん
4865,旧態依然,態,14,きゅうたいいぜん
4866,旧態依然,依,8,きゅうたいいぜん
4867,旧態依然,然,12,きゅうたいいぜん
4868,鳩首協議,鳩,13,きゅうしゅきょうぎ
4869,鳩首協議,首,9,きゅうしゅきょうぎ
4870,鳩首協議,協,8,きゅうしゅきょうぎ
4871,鳩首協議,議,20,きゅうしゅきょうぎ
4872,九夏三伏,九,2,きゅうかさんぷく
4873,九夏三伏,夏,10,きゅうかさんぷく
4874,九夏三伏,三,3,きゅうかさんぷく
4875,九夏三伏,伏,6,きゅうかさんぷく
4876,亀毛兎角,亀,11,きもうとかく
4877,亀毛兎角,毛,4,きもうとかく
4878,亀毛兎角,兎,7,きもうとかく
4879,亀毛兎角,角,7,きもうとかく
4880,鬼面仏心,鬼,10,きめんぶっしん
4881,鬼面仏心,面,9,きめんぶっしん
4882,鬼面仏心,仏,4,きめんぶっしん
4883,鬼面仏心,心,4,きめんぶっしん
4884,吉凶禍福,吉,6,きっきょうかふく
4885,吉凶禍福,凶,4,きっきょうかふく
4886,吉凶禍福,禍,13,きっきょうかふく
4887,吉凶禍福,福,13,きっきょうかふく
4888,気息奄奄,気,6,きそくえんえん
4889,気息奄奄,息,10,きそくえんえん
4890,気息奄奄,奄,8,きそくえんえん
4891,気息奄奄,奄,8,きそくえんえん
4892,欣喜雀躍,欣,8,きんきじゃくやく
4893,欣喜雀躍,喜,12,きんきじゃくやく
4894,欣喜雀躍,雀,11,きんきじゃくやく
4895,欣喜雀躍,躍,21,きんきじゃくやく
4896,金科玉条,金,8,きんかぎょくじょう
4897,金科玉条,科,9,きんかぎょくじょう
4898,金科玉条,玉,5,きんかぎょくじょう
4899,金科玉条,条,7,きんかぎょくじょう
4900,危急存亡,危,6,ききゅうそんぼう
4901,危急存亡,急,9,ききゅうそんぼう
4902,危急存亡,存,6,ききゅうそんぼう
4903,危急存亡,亡,3,ききゅうそんぼう
